External_ID,Sangster_ID,Name,CASRN,Canonical_SMILES,InChIKey,logP_exp,N_count,N_group,logP_bin,O_count,MW,TPSA,HBD,HBA,Heavy_atoms,dot_disconnected_entry,strict_coumarin_any,aromatic_coumarin_core,overlap_exact_inchikey_with_95,overlap_first_block_with_95,SMILES,Formula,InChIKey_first_block,valid_mol,strict_coumarin_core,four_hydroxycoumarin_like,name_contains_coumarin,coumarin_candidate_any
SANG_CMR_EXT_048,R38333883,"2H-Thieno[3,2-g]-1-benzopyran-2-one, 4,6,7-trimethyl-",214536-98-8,Cc1sc2cc3oc(=O)cc(C)c3cc2c1C,XYPRBCNGODSLKJ-UHFFFAOYSA-N,3.48,0,N = 0,logP > 3.0,2,244.31499999999997,30.21,0,3,17,False,True,True,False,False,CC1=C(C)C2=CC3=C(OC(=O)C=C3C)C=C2S1,C14H12O2S,XYPRBCNGODSLKJ,True,False,False,True,True
SANG_CMR_EXT_049,R38333884,"2H-Thieno[2,3-h]benzofuran-2-one, 4,8,9-trimethyl-",213967-52-3,Cc1sc2ccc3c(C)cc(=O)oc3c2c1C,RVAZWMGONPBJFK-UHFFFAOYSA-N,3.65,0,N = 0,logP > 3.0,2,244.31499999999994,30.21,0,3,17,False,True,True,False,False,CC1=C(C)C2=C3OC(=O)C=C(C)C3=CC=C2S1,C14H12O2S,RVAZWMGONPBJFK,True,False,False,False,True
SANG_CMR_EXT_050,R38333893,"7H-Furo[3,2-g][1]benzopyran-7-one, 5,6,9-trimethyl-",15912-93-3,Cc1c(C)c2cc3ccoc3c(C)c2oc1=O,OBBNHWAIDHAZOZ-UHFFFAOYSA-N,3.25,0,N = 0,logP > 3.0,3,228.24699999999993,43.35,0,3,17,False,True,True,False,False,CC1=C2OC=CC2=CC2=C1OC(=O)C(C)=C2C,C14H12O3,OBBNHWAIDHAZOZ,True,False,False,False,True
SANG_CMR_EXT_051,R38333894,"7H-Furo[3,2-g][1]benzopyran-7-one, 3,5,9-trimethyl-",15294-25-4,Cc1coc2c(C)c3oc(=O)cc(C)c3cc12,JQJZXIAXWYFOJQ-UHFFFAOYSA-N,3.25,0,N = 0,logP > 3.0,3,228.24699999999999,43.35,0,3,17,False,True,True,False,False,CC1=COC2=C(C)C3=C(C=C12)C(C)=CC(=O)O3,C14H12O3,JQJZXIAXWYFOJQ,True,False,False,False,True
SANG_CMR_EXT_052,R38333895,"7H-Furo[3,2-g][1]benzopyran-7-one, 2,3,5-trimethyl-",13008-11-2,Cc1oc2cc3oc(=O)cc(C)c3cc2c1C,KKDGKMBVFICGHW-UHFFFAOYSA-N,3.22,0,N = 0,logP > 3.0,3,228.24699999999996,43.35,0,3,17,False,True,True,False,False,CC1=C(C)C2=CC3=C(OC(=O)C=C3C)C=C2O1,C14H12O3,KKDGKMBVFICGHW,True,False,False,False,True
SANG_CMR_EXT_053,R38333896,"7H-Furo[3,2-g][1]benzopyran-7-one, 2,3,4-trimethyl-",362518-96-5,Cc1oc2cc3oc(=O)ccc3c(C)c2c1C,JLAXMAYZMOLLHI-UHFFFAOYSA-N,3.27,0,N = 0,logP > 3.0,3,228.24699999999996,43.35,0,3,17,False,True,True,False,False,CC1=C(C)C2=C(C)C3=C(OC(=O)C=C3)C=C2O1,C14H12O3,JLAXMAYZMOLLHI,True,False,False,False,True
SANG_CMR_EXT_054,R38333897,"5-Benzofuranacrylic acid, 6-hydroxy-3,4,7-trimethyl-, delta-lactone",2273-88-3,Cc1c2oc(=O)ccc2c(C)c2c(C)coc12,LDCKHPCOLYHPCO-UHFFFAOYSA-N,3.35,0,N = 0,logP > 3.0,3,228.24699999999996,43.35,0,3,17,False,True,True,False,False,CC1=COC2=C(C)C3=C(C=CC(=O)O3)C(C)=C12,C14H12O3,LDCKHPCOLYHPCO,True,False,False,False,True
SANG_CMR_EXT_055,R38333898,"2H-Furo[2,3-h]-1-benzopyran-2-one, 6,8,9-trimethyl-",112308-10-8,Cc1oc2c(C)cc3ccc(=O)oc3c2c1C,QDAPMZLOJQVWSW-UHFFFAOYSA-N,3.34,0,N = 0,logP > 3.0,3,228.24699999999996,43.35,0,3,17,False,True,True,False,False,CC1=C(C)C2=C3OC(=O)C=CC3=CC(C)=C2O1,C14H12O3,QDAPMZLOJQVWSW,True,False,False,True,True
SANG_CMR_EXT_056,R38333899,"2H-Furo[2,3-h]-1-benzopyran-2-one, 4,5,8-trimethyl-",,Cc1cc2c(cc(C)c3c(C)cc(=O)oc32)o1,AKIMXGRHNFPHST-UHFFFAOYSA-N,3.36,0,N = 0,logP > 3.0,3,228.24699999999996,43.35,0,3,17,False,True,True,False,False,CC1=CC2=C3OC(=O)C=C(C)C3=C(C)C=C2O1,C14H12O3,AKIMXGRHNFPHST,True,False,False,True,True
SANG_CMR_EXT_057,R38333900,"2H-Furo[2,3-h]-1-benzopyran-2-one, 5,6,8-trimethyl-",90370-13-1,Cc1cc2c(o1)c(C)c(C)c1ccc(=O)oc12,SQECVKHKIHDURX-UHFFFAOYSA-N,3.26,0,N = 0,logP > 3.0,3,228.24699999999999,43.35,0,3,17,False,True,True,False,False,CC1=CC2=C(O1)C(C)=C(C)C1=C2OC(=O)C=C1,C14H12O3,SQECVKHKIHDURX,True,False,False,True,True
SANG_CMR_EXT_058,R38333901,"2H-Furo[2,3-h]-1-benzopyran-2-one, 4,6,8-trimethyl-",90370-12-0,Cc1cc2c(o1)c(C)cc1c(C)cc(=O)oc12,QZOAPTQNJLZENV-UHFFFAOYSA-N,3.15,0,N = 0,logP > 3.0,3,228.24699999999996,43.35,0,3,17,False,True,True,False,False,CC1=CC2=C(O1)C(C)=CC1=C2OC(=O)C=C1C,C14H12O3,QZOAPTQNJLZENV,True,False,False,True,True
SANG_CMR_EXT_059,R38333902,"2H-Furo[2,3-h]-1-benzopyran-2-one, 3,4,8-trimethyl-",15798-79-5,Cc1cc2c(ccc3c(C)c(C)c(=O)oc32)o1,BQDWBWGFNVYGCP-UHFFFAOYSA-N,3.27,0,N = 0,logP > 3.0,3,228.24699999999993,43.35,0,3,17,False,True,True,False,False,CC1=CC2=C(O1)C=CC1=C2OC(=O)C(C)=C1C,C14H12O3,BQDWBWGFNVYGCP,True,False,False,True,True
SANG_CMR_EXT_060,R38333903,"2H-Furo[2,3-h]-1-benzopyran-2-one, 3,4,9-trimethyl-",91666-93-2,Cc1c(C)c2ccc3occ(C)c3c2oc1=O,VUJLCSIVBLQJDL-UHFFFAOYSA-N,3.25,0,N = 0,logP > 3.0,3,228.24699999999996,43.35,0,3,17,False,True,True,False,False,CC1=COC2=CC=C3C(C)=C(C)C(=O)OC3=C12,C14H12O3,VUJLCSIVBLQJDL,True,False,False,True,True
SANG_CMR_EXT_061,R38333904,"2H-Furo[2,3-h]-1-benzopyran-2-one, 3,4,6-trimethyl-",362518-98-7,Cc1c(C)c2cc(C)c3occc3c2oc1=O,YOLKZURXZVDPOZ-UHFFFAOYSA-N,3.23,0,N = 0,logP > 3.0,3,228.24699999999996,43.35,0,3,17,False,True,True,False,False,CC1=C2OC=CC2=C2OC(=O)C(C)=C(C)C2=C1,C14H12O3,YOLKZURXZVDPOZ,True,False,False,True,True
SANG_CMR_EXT_062,R38333906,"2H-Furo[2,3-h]-1-benzopyran-2-one, 4,8,9-trimethyl-",10337-83-4,Cc1oc2ccc3c(C)cc(=O)oc3c2c1C,WSZHMTCJRBHJMN-UHFFFAOYSA-N,3.28,0,N = 0,logP > 3.0,3,228.24699999999996,43.35,0,3,17,False,True,True,False,False,CC1=C(C)C2=C3OC(=O)C=C(C)C3=CC=C2O1,C14H12O3,WSZHMTCJRBHJMN,True,False,False,True,True
SANG_CMR_EXT_063,R38333908,"2H-Furo[2,3-h]-1-benzopyran-2-one, 4,6,9-trimethyl-",90370-29-9,Cc1cc(=O)oc2c1cc(C)c1occ(C)c12,ZARUKNQGJBWWBA-UHFFFAOYSA-N,3.23,0,N = 0,logP > 3.0,3,228.24699999999996,43.35,0,3,17,False,True,True,False,False,CC1=COC2=C(C)C=C3C(C)=CC(=O)OC3=C12,C14H12O3,ZARUKNQGJBWWBA,True,False,False,True,True
SANG_CMR_EXT_064,R38333909,"7H-Furo[2,3-f][1]benzopyran-7-one, 3,4,9-trimethyl-",76591-80-5,Cc1coc2c1c(C)cc1oc(=O)cc(C)c12,YTECQPJHHAHABZ-UHFFFAOYSA-N,3.28,0,N = 0,logP > 3.0,3,228.24699999999996,43.35,0,3,17,False,True,True,False,False,CC1=COC2=C1C(C)=CC1=C2C(C)=CC(=O)O1,C14H12O3,YTECQPJHHAHABZ,True,False,False,False,True
SANG_CMR_EXT_065,R38333910,"7H-Furo[2,3-f][1]benzopyran-7-one, 2,4,9-trimethyl-",33158-05-3,Cc1cc2c(C)cc3oc(=O)cc(C)c3c2o1,IZLPACMKANNNGR-UHFFFAOYSA-N,3.25,0,N = 0,logP > 3.0,3,228.24699999999996,43.35,0,3,17,False,True,True,False,False,CC1=CC2=C(C)C=C3OC(=O)C=C(C)C3=C2O1,C14H12O3,IZLPACMKANNNGR,True,False,False,False,True
SANG_CMR_EXT_066,R38334283,"2H-1-Benzopyran-2-one, 7-[(3-methyl-2-buten-1-yl)oxy]-",10387-50-5,CC(C)=CCOc1ccc2ccc(=O)oc2c1,SMHJTSOVVRGDEO-UHFFFAOYSA-N,3.91,0,N = 0,logP > 3.0,3,230.26299999999998,39.44,0,3,17,False,True,True,False,False,CC(C)=CCOC1=CC2=C(C=CC(=O)O2)C=C1,C14H14O3,SMHJTSOVVRGDEO,True,False,False,True,True
SANG_CMR_EXT_067,R38334300,"2H-1-Benzopyran-2-one, 7-(3-chloro-2-hydroxypropoxy)-4,8-dimethyl-",402618-20-6,Cc1cc(=O)oc2c(C)c(OCC(O)CCl)ccc12,KFOQQUJPXOXNQN-UHFFFAOYSA-N,0.53,0,N = 0,logP < 1.5,4,282.723,59.67,1,4,19,False,True,True,False,False,CC1=CC(=O)OC2=C(C)C(OCC(O)CCl)=CC=C12,C14H15ClO4,KFOQQUJPXOXNQN,True,False,False,True,True
SANG_CMR_EXT_068,R38334440,"Phosphorothioic acid, O-(3-chloro-4-methyl-2-oxo-2H-1-benzopyran-7-yl) O,O-diethyl ester",56-72-4,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,BXNANOICGRISHX-UHFFFAOYSA-N,4.01,0,N = 0,logP > 3.0,5,362.7710000000001,57.900000000000006,0,6,22,False,True,True,False,False,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2,C14H16ClO5PS,BXNANOICGRISHX,True,False,False,False,True
SANG_CMR_EXT_069,R38334509,"2H-1-Benzopyran-2-one, 4,8-dimethyl-7-(2,3-dihydroxypropoxy)-",402618-19-3,Cc1cc2oc(=O)cc(C)c2cc1OCC(O)CO,QASYNOWVXFHISD-UHFFFAOYSA-N,0.36,0,N = 0,logP < 1.5,5,264.27699999999993,79.9,2,5,19,False,True,True,False,False,CC1=CC(=O)OC2=CC(C)=C(OCC(O)CO)C=C12,C14H16O5,QASYNOWVXFHISD,True,False,False,True,True
SANG_CMR_EXT_070,R38335703,"6H-Benzofuro[3,2-c]benzopyran-6-one, 3,9-dihydroxy-",479-13-0,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,ZZIALNLLNHEQPJ-UHFFFAOYSA-N,2.69,0,N = 0,1.5 ≤ logP ≤ 3.0,5,268.224,83.81,2,5,20,False,True,True,False,False,OC1=CC=C2C(OC3=C2c(=O)OC2=CC(O)=CC=C32)=C1,C15H8O5,ZZIALNLLNHEQPJ,True,False,False,False,True
SANG_CMR_EXT_071,R38336449,"2H-Thieno[3,2-h]-1-benzopyran-2-one, 4,6,8,9-tetramethyl-",213967-53-4,Cc1sc2c(C)cc3c(C)cc(=O)oc3c2c1C,DECMEEUZTVLAAE-UHFFFAOYSA-N,4.09,0,N = 0,logP > 3.0,2,258.3419999999999,30.21,0,3,18,False,True,True,False,False,CC1=C(C)C2=C3OC(=O)C=C(C)C3=CC(C)=C2S1,C15H14O2S,DECMEEUZTVLAAE,True,False,False,True,True
SANG_CMR_EXT_072,R38336458,"7H-Furo[3,2-g][1]benzopyran-7-one, 3,5,6,9-tetramethyl-",17231-03-7,Cc1c(C)c2cc3c(C)coc3c(C)c2oc1=O,HTWWGBVBMFKAMA-UHFFFAOYSA-N,3.62,0,N = 0,logP > 3.0,3,242.27399999999994,43.35,0,3,18,False,True,True,False,False,CC1=COC2=C(C)C3=C(C=C12)C(C)=C(C)C(=O)O3,C15H14O3,HTWWGBVBMFKAMA,True,False,False,False,True
SANG_CMR_EXT_073,R38336462,"7H-Furo[3,2-g][1]benzopyran-7-one, 9-methoxy-2,3,6-trimethyl-",199442-21-2,COc1c2oc(=O)c(C)cc2cc2c(C)c(C)oc12,LPLBMYQEPIYKRT-UHFFFAOYSA-N,3.28,0,N = 0,logP > 3.0,4,258.27299999999997,52.58,0,4,19,False,True,True,False,False,COC1=C2OC(C)=C(C)C2=CC2=C1OC(=O)C(C)=C2,C15H14O4,LPLBMYQEPIYKRT,True,False,False,False,True
SANG_CMR_EXT_074,R38336778,"2H-1-Benzopyran-2-one, 8-[(3,3-dimethyl-2-oxiranyl)methyl]-7-methoxy-",489-53-2,COc1ccc2ccc(=O)oc2c1CC1OC1(C)C,LSZONYLDFHGRDP-UHFFFAOYSA-N,3.03,0,N = 0,logP > 3.0,4,260.28899999999993,51.97,0,4,19,False,True,True,False,False,COC1=C(CC2OC2(C)C)C2=C(C=CC(=O)O2)C=C1,C15H16O4,LSZONYLDFHGRDP,True,False,False,True,True
SANG_CMR_EXT_075,R38338796,"β-D-Glucopyranosiduronic acid, 2-oxo-2H-1-benzopyran-7-yl, methyl ester",,COC(=O)C1OC(Oc2ccc3ccc(=O)oc3c2)C(O)C(O)C1O,NLCKRAQRRCQKMC-UHFFFAOYSA-N,-1.08,0,N = 0,logP < 1.5,9,352.295,135.66,3,9,25,False,True,True,False,False,COC(=O)C1OC(OC2=CC3=C(C=CC(=O)O3)C=C2)C(O)C(O)C1O,C16H16O9,NLCKRAQRRCQKMC,True,False,False,False,True
SANG_CMR_EXT_076,R38338797,"β-D-Glucopyranosiduronic acid, 4-methyl-2-oxo-2H-1-benzopyran-7-yl-",6160-80-1,Cc1cc(=O)oc2cc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc12,ARQXEQLMMNGFDU-JHZZJYKESA-N,-0.39,0,N = 0,logP < 1.5,9,352.295,146.66000000000003,4,8,25,False,True,True,False,False,CC1=CC(=O)OC2=C1C=CC(O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)=C2,C16H16O9,ARQXEQLMMNGFDU,True,False,False,False,True
SANG_CMR_EXT_077,R38339064,"2H-1-Benzopyran-4-propanamide, α-(acetylamino)-6,7-dimethoxy-2-oxo-",235436-95-0,COc1cc2oc(=O)cc(CC(NC(C)=O)C(N)=O)c2cc1OC,ZRJPZZCTEXEESB-UHFFFAOYSA-N,-0.13,2,N = 2–3,logP < 1.5,6,334.3280000000001,120.86,2,6,24,False,True,True,False,False,COC1=C(OC)C=C2C(CC(NC(C)=O)C(N)=O)=CC(=O)OC2=C1,C16H18N2O6,ZRJPZZCTEXEESB,True,False,False,False,True
SANG_CMR_EXT_078,R38339104,"2H-1-Benzopyran-2-one, 6-(β-D-glucopyranosyloxy)-4-methyl-",152538-38-0,Cc1cc(=O)oc2ccc(OC3OC(CO)C(O)C(O)C3O)cc12,CIGDOCXLYWEOSA-UHFFFAOYSA-N,-0.66,0,N = 0,logP < 1.5,8,338.312,129.59,4,8,24,False,True,True,False,False,CC1=CC(=O)OC2=C1C=C(OC1OC(CO)C(O)C(O)C1O)C=C2,C16H18O8,CIGDOCXLYWEOSA,True,False,False,True,True
SANG_CMR_EXT_079,R38340601,"7H-Furo[3,2-g]benzopyran-7-one, 4-methoxy-9-[(3-methyl-2-buten-1-yl)oxy]-",2543-94-4,COc1c2ccoc2c(OCC=C(C)C)c2oc(=O)ccc12,BMLZFLQMBMYVHG-UHFFFAOYSA-N,3.86,0,N = 0,logP > 3.0,5,300.31,61.81,0,5,22,False,True,True,False,False,COC1=C2C=Cc(=O)OC2=C(OCC=C(C)C)C2=C1C=CO2,C17H16O5,BMLZFLQMBMYVHG,True,False,False,False,True
SANG_CMR_EXT_080,R38342130,"2H-1-Benzopyran-2-one, 6-chloro-[3-(4-pyridinyl)-7H-1,2,4-triazolo[3,4-b][1,3,4]thiadiazin-6-yl]-",,O=c1oc2ccc(Cl)cc2cc1C1=Nn2c(nnc2-c2ccncc2)SC1,MWUUGLZIWDHJQV-UHFFFAOYSA-N,1.18,5,N ≥ 4,logP < 1.5,2,395.83100000000013,86.17,0,7,27,False,True,True,False,False,ClC1=CC=C2OC(=O)C(=CC2=C1)C1=NN2C(SC1)=NN=C2C1=CC=NC=C1,C18H10ClN5O2S,MWUUGLZIWDHJQV,True,False,False,True,True
SANG_CMR_EXT_081,R38343966,"2H-1-Benzopyran-2-one, 6-chloro-3-[3-(3-bromophenyl)-7H-1,2,4-triazolo[3,4-b][1,3,4]thiadiazin-6-yl]-",,O=c1oc2ccc(Cl)cc2cc1C1=Nn2c(nnc2-c2cccc(Br)c2)SC1,KVEWBJNNCHKCFO-UHFFFAOYSA-N,1.53,4,N ≥ 4,1.5 ≤ logP ≤ 3.0,2,473.73900000000015,73.28,0,6,28,False,True,True,False,False,ClC1=CC=C2OC(=O)C(=CC2=C1)C1=NN2C(SC1)=NN=C2C1=CC(Br)=CC=C1,C19H10BrClN4O2S,KVEWBJNNCHKCFO,True,False,False,True,True
SANG_CMR_EXT_082,R38343967,"2H-1-Benzopyran-2-one, 6-chloro-[3-(4-bromophenyl)-7H-1,3,4-triazolo[3,4-b][1,3,4]thiadiazin-6-yl]-",,O=c1oc2ccc(Cl)cc2cc1C1=Nn2c(nnc2-c2ccc(Br)cc2)SC1,TTZJFHZVTRVBAG-UHFFFAOYSA-N,1.51,4,N ≥ 4,1.5 ≤ logP ≤ 3.0,2,473.73900000000015,73.28,0,6,28,False,True,True,False,False,ClC1=CC=C2OC(=O)C(=CC2=C1)C1=NN2C(SC1)=NN=C2C1=CC=C(Br)C=C1,C19H10BrClN4O2S,TTZJFHZVTRVBAG,True,False,False,True,True
SANG_CMR_EXT_083,R38343969,"2H-1-Benzopyran-2-one, 6-chloro-3-[3-(2-chlorophenyl)-7H-1,2,4-triazolo[3,4-b][1,3,4]thiadiazin-6-yl]-",,O=c1oc2ccc(Cl)cc2cc1C1=Nn2c(nnc2-c2ccccc2Cl)SC1,RMZGSUWUYHMBRS-UHFFFAOYSA-N,1.53,4,N ≥ 4,1.5 ≤ logP ≤ 3.0,2,429.2880000000001,73.28,0,6,28,False,True,True,False,False,ClC1=CC=C2OC(=O)C(=CC2=C1)C1=NN2C(SC1)=NN=C2C1=CC=CC=C1Cl,C19H10Cl2N4O2S,RMZGSUWUYHMBRS,True,False,False,True,True
SANG_CMR_EXT_084,R38343970,"2H-1-Benzopyran-2-one, 6-chloro-3-[3-(4-chlorophenyl)-7H-1,2,4-triazolo[3,4-b][1,3,4]thiadiazin-6-yl]-",,O=c1oc2ccc(Cl)cc2cc1C1=Nn2c(nnc2-c2ccc(Cl)cc2)SC1,NTTLKHNYGSQYDW-UHFFFAOYSA-N,1.49,4,N ≥ 4,logP < 1.5,2,429.2880000000001,73.28,0,6,28,False,True,True,False,False,ClC1=CC=C(C=C1)C1=NN=C2SCC(=NN12)C1=CC2=CC(Cl)=CC=C2OC1=O,C19H10Cl2N4O2S,NTTLKHNYGSQYDW,True,False,False,True,True
SANG_CMR_EXT_085,R38343974,"2H-1,4-Benzodiazepin-2-one, 6-chloro-3-(3-phenyl-7H-1,2,4-triazolo[3,4-b][1,3,4]thiadiazin-6-yl)-",,O=c1oc2ccc(Cl)cc2cc1C1=Nn2c(nnc2-c2ccccc2)SC1,YLLKQYWDSDSSRU-UHFFFAOYSA-N,1.27,4,N ≥ 4,logP < 1.5,2,394.84300000000013,73.28,0,6,27,False,True,True,False,False,ClC1=CC2=C(OC(=O)C(=C2)C2=NN3C(SC2)=NN=C3C2=CC=CC=C2)C=C1,C19H11ClN4O2S,YLLKQYWDSDSSRU,True,False,False,False,True
SANG_CMR_EXT_086,R38343975,"2H-1-Benzopyran-2-one, 6-chloro-3-[3-(2-hydroxyphenyl)-7H-1,2,4-triazolo[3,4-b][1,3,4]thiadiazin-6-yl]-",,O=c1oc2ccc(Cl)cc2cc1C1=Nn2c(nnc2-c2ccccc2O)SC1,AIGNWEBTXMVSQX-UHFFFAOYSA-N,0.36,4,N ≥ 4,logP < 1.5,3,410.84200000000016,93.51,1,7,28,False,True,True,False,False,OC1=CC=CC=C1C1=NN=C2SCC(=NN12)C1=CC2=CC(Cl)=CC=C2OC1=O,C19H11ClN4O3S,AIGNWEBTXMVSQX,True,False,False,True,True
SANG_CMR_EXT_087,R38343998,"2H-1-Benzopyran-2-one, 3,3'-methylenebis(4-hydroxy-",66-76-2,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,DOBMPNYZJYQDGZ-UHFFFAOYSA-N,1.83,0,N = 0,1.5 ≤ logP ≤ 3.0,6,336.29900000000004,100.88,2,6,25,False,True,True,False,False,OC1=C(CC2=C(O)C3=CC=CC=C3OC2=O)C(=O)OC2=CC=CC=C12,C19H12O6,DOBMPNYZJYQDGZ,True,False,False,True,True
SANG_CMR_EXT_088,R38344170,"2H-1-Benzopyran-2-one, 4-hydroxy-3-(1,2,3,4-tetrahydro-1-naphthalenyl)-",5836-29-3,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,ULSLJYXHZDTLQK-UHFFFAOYSA-N,3.46,0,N = 0,logP > 3.0,3,292.33399999999995,50.44,1,3,22,False,True,True,False,False,OC1=C(C2CCCC3=CC=CC=C23)C(=O)OC2=CC=CC=C12,C19H16O3,ULSLJYXHZDTLQK,True,False,False,True,True
SANG_CMR_EXT_089,R38345453,"2H-1-Benzopyran-2-one, 6-chloro-3-[3-[2,4-dichlorophenoxy(methyl)]-7H-1,2,4-triazolo[3,4-b][1,3,4]thiadiazin-6-yl]-",,O=c1oc2ccc(Cl)cc2cc1C1=Nn2c(COc3ccc(Cl)cc3Cl)nnc2SC1,DDLRYSXENUNSBK-UHFFFAOYSA-N,1.4,4,N ≥ 4,logP < 1.5,3,493.7590000000002,82.51,0,7,31,False,True,True,False,False,ClC1=CC=C(OCC2=NN=C3SCC(=NN23)C2=CC3=CC(Cl)=CC=C3OC2=O)C(Cl)=C1,C20H11Cl3N4O3S,DDLRYSXENUNSBK,True,False,False,True,True
